user_id,loan_amount_k,loanday,multiperiod,overall_rate,gender,age,avgbill,zmscore,action1mon,family,firm,friend,career,repay,best_u,city_u
157262,3.0,150,1.0,0.2223935,1,31,140.02,632,24,1,1,1,Company staff,1.0,Geology,Pingding Mountain
157321,1.0,21,0.0,0.1729,1,25,99.86,597,30,1,0,1,Company staff,1.0,Social Sciences,Qingyang
158001,2.0,90,1.0,0.14378141,1,24,132.4,555,8,1,1,1,Company staff,0.0,photoelectric,Jining
158599,3.0,150,1.0,0.2223935,1,27,125.26,551,37,1,1,1,White-collar worker,1.0,Public Health,Unknown
159406,3.0,150,1.0,0.2223935,1,29,154.4,683,28,1,0,1,Self-employed,0.0,photoelectric,Jining
159619,1.0,21,0.0,0.1729,1,26,42.41,611,43,1,0,1,Worker,1.0,math,Chengdu
159676,1.5,120,1.0,0.18277915,1,22,87.67,551,16,1,1,1,Worker,1.0,Unknown,Unknown
159958,1.0,21,0.0,0.1729,1,25,241.46,500,17,1,0,1,Company staff,1.0,Student Development,Xining
160181,1.5,120,1.0,0.18277915,1,23,168.3,602,27,1,1,1,Company staff,1.0,educate,Zhengzhou City
160220,1.5,120,1.0,0.18277915,1,38,147.8,566,31,1,0,1,Self-employed,1.0,educate,Weihai
160643,1.0,21,0.0,0.1729,1,29,47.94,738,21,1,0,1,Company staff,1.0,politics,Beijing
161417,1.0,21,0.0,0.1729,1,29,229.65,551,23,1,1,1,Company staff,1.0,advertise,Unknown
162417,1.0,14,0.0,0.1122,1,24,215.68,565,32,1,1,1,Company staff,1.0,history,Mianyang
162555,1.5,60,1.0,0.10541666,1,34,151.24,664,40,1,1,0,Company staff,1.0,Unknown,Unknown
162709,1.0,21,0.0,0.1729,1,27,237.1,551,31,1,0,1,Worker,1.0,Urban Plan,Zhangping
163301,1.0,21,0.0,0.1729,1,25,97.8,551,20,1,0,1,Company staff,1.0,Social Sciences,Xining
163341,1.0,21,0.0,0.1729,0,24,99.45,630,77,1,1,1,Company staff,1.0,anthropology,Mudanjiang
163559,1.0,14,0.0,0.1122,1,25,79.39,551,47,1,1,1,Company staff,1.0,Financial Economy,Beijing
165262,1.0,21,0.0,0.1729,1,30,68.43,617,11,1,0,1,Worker,1.0,sociology,Guyuan City
168130,1.5,60,1.0,0.10541666,1,25,144.26,551,18,1,0,1,Company staff,1.0,Basic Mathematics,Sanming
168246,1.0,21,0.0,0.2453,1,33,214.9,623,48,1,1,1,Other,1.0,history,Jinan
168489,1.0,21,0.0,0.1729,1,25,94.31,551,17,1,0,1,Company staff,1.0,Deep Learning,Harbin
168846,0.5,14,0.0,0.1122,1,23,231.19,551,17,1,0,1,Worker,0.0,sociology,Guyuan City
169465,1.0,14,0.0,0.1122,0,30,53.92,551,15,1,1,0,Company staff,1.0,art,Shenzhen
169587,1.0,21,0.0,0.1729,1,40,86.55,551,24,1,0,1,Company staff,1.0,Insurance,Kunming
169721,1.0,21,0.0,0.1729,1,24,273.77,554,68,1,1,1,Company staff,1.0,"Biology, medicine",Fuzhou
169723,2.0,120,1.0,0.18277915,1,35,74.49,632,73,1,0,1,Teacher,1.0,literature,Mianyang
169811,1.5,90,1.0,0.14378141,1,34,111.65,602,18,1,1,1,Worker,1.0,foreign language,Altay
169936,3.0,150,1.0,0.2223935,1,35,68.4,551,11,1,0,1,White-collar worker,0.0,Unknown,Honshi
170055,2.0,120,1.0,0.18277915,1,23,193.76,578,57,1,1,1,Company staff,1.0,"Medicine, Biology",Yinchuan
170546,1.0,21,0.0,0.1729,1,33,159.93,632,32,1,0,1,Company staff,0.0,Chinese (Modern and Contemporary Literature)/Japanese,Xingtai
171075,3.0,150,1.0,0.2223935,1,30,152.57,695,27,1,1,1,Company staff,1.0,foreign language,Altay
171122,2.0,60,1.0,0.10204551,1,23,163.47,491,0,1,0,1,Other,0.0,Art,Kaili
171349,1.5,120,1.0,0.18277915,1,26,108.13,629,26,1,0,1,Company staff,1.0,AI,Bengbu
171486,3.0,90,1.0,0.14378141,1,31,390.85,738,68,1,1,1,Teacher,1.0,history,Mianyang
171626,1.5,90,1.0,0.14378141,1,37,156.14,565,38,1,1,1,Self-employed,1.0,educate,Weihai
172867,1.5,90,1.0,0.14378141,1,32,215.2,605,45,1,1,1,Entrepreneur,1.0,Department of Accounting,Korla
172931,1.0,21,0.0,0.1729,0,24,281.33,575,14,1,0,1,Company staff,1.0,news,Beijing
173145,1.0,60,1.0,0.10204551,1,21,252.85,551,0,1,1,1,Entrepreneur,1.0,Business Administration,Yanji
173566,3.0,150,1.0,0.2223935,0,25,78.41,639,74,1,0,1,White-collar worker,1.0,finance,Chengdu
173615,3.0,90,1.0,0.14378141,1,26,382.76,551,23,1,1,0,White-collar worker,1.0,Unknown,Unknown
174161,1.0,21,0.0,0.1729,1,25,191.54,551,46,1,1,1,Company staff,1.0,Unknown,Unknown
176317,1.0,21,0.0,0.1729,0,25,116.62,443,39,1,1,1,Company staff,0.0,Radio and Television,Zhuhai
177407,1.5,60,1.0,0.10541666,1,23,232.44,611,36,1,1,1,Company staff,0.0,Unknown,Unknown
177534,1.0,21,0.0,0.2453,1,24,131.94,551,19,1,0,1,Company staff,0.0,Unknown,Macao
177609,1.0,21,0.0,0.1729,1,36,181.79,623,32,1,1,1,Other,1.0,economy,Mianyang
177921,2.0,90,1.0,0.14378141,1,24,360.19,648,17,1,0,1,Company staff,0.0,Urban Plan,Zhangping
179529,3.0,90,1.0,0.14378141,1,32,87.66,551,39,1,1,1,Other,0.0,news,Beijing
179573,1.0,21,0.0,0.1729,0,24,208.3,551,27,1,1,1,Company staff,1.0,Unknown,Unknown
179743,1.0,30,0.0,0.06849934,1,37,164.74,551,0,1,0,1,Company staff,0.0,Applied Psychology,Suizhou
180175,1.0,21,0.0,0.2453,0,23,71.06,655,65,1,1,1,Student,1.0,computer,Wenzhou City
180321,3.0,90,1.0,0.14378141,1,28,137.78,688,55,1,0,1,Company staff,1.0,Social Sciences,Xining
181688,1.0,21,0.0,0.1729,1,26,139.79,551,16,1,1,1,Worker,1.0,news,Jilin
182109,1.0,14,0.0,0.1122,1,26,101.47,551,52,1,0,1,White-collar worker,1.0,Unknown,Unknown
182228,2.0,60,1.0,0.10204551,0,26,99999.0,579,0,1,0,1,Other,1.0,finance,Sanming
182298,1.0,21,0.0,0.1729,1,23,101.7,609,18,1,1,1,Other,1.0,literature,Mianyang
182657,1.5,120,1.0,0.18277915,1,24,237.87,551,58,1,1,1,Self-employed,0.0,psychology,-
182828,0.5,21,0.0,0.1729,1,22,174.62,605,14,1,0,1,Company staff,1.0,"Psychological, economic",Ya'an
182882,2.0,60,1.0,0.10204551,1,27,143.49,574,0,1,0,1,Entrepreneur,1.0,Unknown,Unknown
182959,1.0,60,1.0,0.10204551,1,19,57.11,576,0,1,1,1,Company staff,1.0,Investing,Jinzhou
183096,1.0,21,0.0,0.1729,1,26,205.64,551,51,1,0,1,Company staff,1.0,medicine,Turpan City
183098,1.0,21,0.0,0.1729,1,26,67.26,551,27,1,0,1,Worker,0.0,psychology,Quanzhou
184279,3.0,90,1.0,0.14378141,1,43,240.12,686,19,1,0,1,Company staff,1.0,Unknown,Xuanwei
184510,1.0,21,0.0,0.1729,1,27,143.59,551,37,1,0,1,Company staff,1.0,Unknown,Macao
184520,1.0,21,0.0,0.2453,1,21,225.34,551,14,1,0,1,Entrepreneur,0.0,Unknown,Unknown
184672,1.0,21,0.0,0.1729,1,37,184.01,551,33,1,0,1,Company staff,1.0,biology,Changchun
184882,1.5,90,1.0,0.14378141,1,22,434.25,564,23,1,0,1,Company staff,1.0,"Physics, computers",Anyang
185653,1.0,14,0.0,0.1122,1,32,422.8,551,13,1,0,1,Company staff,1.0,finance,Daqing City
186220,1.0,21,0.0,0.1729,1,23,205.99,551,56,1,1,1,Company staff,1.0,Business Administration,Harbin
186392,3.0,90,1.0,0.14378141,1,40,377.59,647,14,1,1,1,Company staff,1.0,Accounting,Hegang
187509,3.0,150,1.0,0.2223935,1,33,187.42,551,43,1,0,1,Company staff,0.0,economy,Qitaihe City
188071,1.5,120,1.0,0.18277915,1,22,146.73,566,35,1,0,1,Company staff,1.0,AI,Fuyang
188188,2.0,60,1.0,0.10541666,1,24,158.25,551,20,1,1,1,Company staff,1.0,biology,Qingyang
188248,1.5,90,1.0,0.14378141,1,28,213.39,618,3,1,1,0,Company staff,0.0,Unknown,Fuzhou
188579,1.0,21,0.0,0.1729,0,25,235.63,582,31,1,0,1,Company staff,1.0,Chemical,Tianjin
188721,2.0,60,1.0,0.10541666,1,39,220.15,650,42,1,0,1,Company staff,0.0,literature,Wuxi
188955,1.0,21,0.0,0.1729,1,27,236.55,551,57,1,1,1,Worker,1.0,Unknown,Unknown
189614,1.5,90,1.0,0.14378141,1,37,138.77,629,17,1,1,1,Worker,0.0,Urban Plan,Zhangping
191202,1.0,21,0.0,0.2453,1,27,383.56,551,40,1,0,1,Company staff,1.0,psychology,Zunyi
191237,1.5,90,1.0,0.14378141,1,33,398.86,629,20,1,1,1,Company staff,1.0,Financial Law,Wuhan
192580,1.0,21,0.0,0.1729,1,33,221.58,604,16,1,0,1,Worker,0.0,Unknown,Unknown
192972,1.5,90,1.0,0.14378141,1,22,381.16,626,43,1,1,1,White-collar worker,0.0,Financial Economy,Beijing
194309,3.0,90,1.0,0.14378141,0,25,67.23,674,17,1,0,1,Company staff,1.0,sociology,Dongguan
194633,3.0,150,1.0,0.2223935,1,30,346.79,656,16,1,1,1,Worker,1.0,Clothing design,Harbin
194645,2.0,120,1.0,0.18277915,0,30,77.06,551,4,1,0,1,Company staff,1.0,Public Health,Dingzhou
194789,1.0,21,0.0,0.1729,1,22,88.46,606,24,1,1,1,Self-employed,0.0,Unknown,Fuzhou
194912,3.0,150,1.0,0.2223935,1,28,132.56,551,30,1,0,1,White-collar worker,0.0,Economic Management,Chengdu
195796,3.0,150,1.0,0.2223935,0,24,127.82,615,22,1,0,1,Company staff,1.0,educate,Weihai
197111,1.0,14,0.0,0.1122,1,26,253.48,476,45,1,0,1,Company staff,1.0,Law,Zhangjiajie
197366,2.0,90,1.0,0.14378141,1,22,141.26,644,33,1,1,1,Company staff,1.0,physics,Taiyuan
197691,1.0,21,0.0,0.1729,1,32,178.27,551,47,1,0,1,Company staff,0.0,School of Life Sciences,Mudanjiang City
198212,1.0,21,0.0,0.1729,0,31,53.05,540,6,1,0,1,Company staff,1.0,psychology,Shangqiu
198651,1.5,60,1.0,0.10541666,1,37,104.07,634,32,1,1,1,Other,1.0,Unknown,Huaihua
198869,1.5,90,1.0,0.14378141,1,25,198.53,551,16,1,0,1,Company staff,0.0,Art,Beijing
199298,3.0,120,1.0,0.18277915,1,27,188.94,715,59,1,0,1,Other,1.0,Art,Kaili
199553,1.0,21,0.0,0.1729,0,21,199.76,551,29,1,1,1,Company staff,1.0,medicine,Ankang
200128,1.0,21,0.0,0.1729,1,28,187.85,551,51,1,1,1,Worker,1.0,Urban and rural planning,Shanghai
200610,2.0,120,1.0,0.18277915,1,22,398.84,613,35,1,0,1,Self-employed,1.0,finance,Malaysia
200633,1.0,21,0.0,0.1729,1,31,151.15,627,26,1,0,1,White-collar worker,1.0,finance,Taiyuan
201720,1.0,21,0.0,0.2453,1,26,157.39,605,15,1,1,1,Worker,0.0,literature,Wuxi
202384,1.5,60,1.0,0.10541666,1,28,265.61,551,24,1,1,1,Worker,0.0,Unknown,Unknown
202884,2.5,150,1.0,0.2223935,0,22,50.96,650,34,1,0,1,Other,1.0,economics,Anshan
203007,3.0,120,1.0,0.18277915,1,26,124.39,662,47,1,0,1,Company staff,1.0,Unknown,Linggao
204976,3.0,150,1.0,0.2223935,1,30,85.9,616,5,1,0,1,Worker,1.0,Unknown,Unknown
205317,1.0,21,0.0,0.1729,0,26,100.84,641,16,1,1,1,Company staff,1.0,"Accounting, finance, psychology",Xi'an
205963,3.0,150,1.0,0.2223935,1,28,462.21,551,37,1,1,1,Company staff,0.0,economics,Yancheng
206206,1.0,21,0.0,0.1729,1,22,515.68,551,26,1,0,1,Worker,0.0,economics,Xingping
207108,2.0,60,1.0,0.10204551,1,40,111.94,601,0,1,0,1,Worker,1.0,finance,Quanzhou
207568,1.5,60,1.0,0.10541666,1,23,124.51,628,27,1,1,1,Worker,1.0,Unknown,Xuanwei
207587,2.0,90,1.0,0.14378141,1,29,138.04,639,58,1,0,1,Company staff,1.0,Unknown,Unknown
207881,1.0,21,0.0,0.2453,0,25,101.85,601,21,1,0,1,Company staff,1.0,Unknown,Unknown
208620,1.0,14,0.0,0.1122,1,23,88.0,422,12,1,0,1,White-collar worker,0.0,Economic management,Selangor
208722,3.0,90,1.0,0.14378141,0,43,54.82,651,3,1,0,1,Company staff,1.0,Medical,Liuzhou
209634,1.5,120,1.0,0.18277915,1,33,284.58,627,38,1,0,1,Company staff,1.0,computer,Zhoukou
209815,2.0,30,0.0,0.06730055,1,20,115.18,603,0,1,1,1,Student,1.0,psychology,Shangqiu
211196,1.0,21,0.0,0.1729,1,27,81.9,712,40,1,0,1,Company staff,1.0,Don't know,Chengdu
212223,1.5,90,1.0,0.14378141,1,25,179.76,631,19,1,1,1,Company staff,1.0,Chemical,Tianjin
215178,1.0,21,0.0,0.2453,1,35,722.63,551,13,1,1,1,Self-employed,1.0,other,Zhumadian
215699,3.0,150,1.0,0.2223935,1,27,197.93,674,16,1,1,1,Company staff,1.0,Landscape Architecture Design,Dingxi
216066,1.0,21,0.0,0.1729,1,25,270.06,624,37,1,1,1,Company staff,1.0,Radio and Television,Zhuhai
216394,1.0,21,0.0,0.1729,1,27,243.41,551,28,1,0,1,Other,1.0,literature,Yunfu
218127,1.0,21,0.0,0.1729,1,28,126.0,551,25,1,1,0,White-collar worker,0.0,Don't know,Chengdu
221087,1.0,21,0.0,0.1729,1,32,224.93,609,7,1,1,1,Teacher,1.0,Public Health,Unknown
221403,1.0,21,0.0,0.1729,1,22,177.21,606,20,1,0,1,Worker,1.0,Clothing design,Harbin
221915,3.0,120,1.0,0.18277915,1,23,240.22,676,25,1,0,1,Entrepreneur,1.0,Clinical Medicine,Taixing
221995,1.0,21,0.0,0.2453,1,25,228.84,551,20,1,1,1,White-collar worker,0.0,Unknown,Guang'an
222103,1.0,21,0.0,0.1729,1,40,63.85,691,43,1,0,1,Company staff,1.0,Art,Kaili
222146,2.0,60,1.0,0.10541666,1,29,147.88,692,26,1,0,1,White-collar worker,1.0,Chinese,Wuhan
